weight_decay,lr,epochs,patience,delta,feature_dim,features,pre_process_layers,post_process_layers,layer_connectivity,hidden_channels,batch_norm,dropout,macro_aggregation,L2_norm,msg_passing_layers,normalize_output,aggr,val_auc,accepted
0.001,0.0001,400,10,0.1,64,go2vec,2,0,sum,64,False,0.0,sum,True,3,True,mean,0.892,True
0.001,0.0001,400,10,0.1,64,go2vec,2,0,cat,64,False,0.0,sum,True,3,True,mean,0.903,True
0.001,0.0001,500,10,0.1,64,go2vec,2,0,cat,64,False,0.0,sum,True,3,True,mean,0.906,True
0.001,0.0001,500,10,0.1,64,go2vec,2,0,cat,64,True,0.0,sum,True,3,True,mean,0.791,True
0.001,0.0001,500,10,0.1,64,random,2,0,cat,64,True,0.0,sum,True,3,True,mean,0.576,True
0.001,0.0001,500,10,0.1,64,random,2,0,cat,32,True,0.0,sum,True,3,True,mean,0.555,True
0.001,0.0001,500,10,0.1,128,random,2,0,cat,32,True,0.0,sum,True,3,True,mean,0.501,True
0.001,0.0001,500,10,0.1,128,random,2,0,cat,32,True,0.0,sum,True,2,True,mean,0.501,True
0.001,0.001,500,10,0.1,128,random,2,0,cat,32,True,0.0,sum,True,2,True,mean,0.524,True
0.001,0.001,500,10,0.1,128,random,2,0,cat,32,False,0.0,sum,True,2,True,mean,0.591,True
0.001,0.001,500,10,0.1,128,random,2,0,cat,32,False,0.0,mean,True,2,True,mean,0.631,True
0.001,0.001,500,10,0.1,128,random,2,0,cat,32,False,0.0,mean,True,2,False,mean,0.513,True
0.001,0.001,500,10,0.1,128,random,2,0,cat,32,False,0.0,mean,False,2,False,mean,0.667,True
0.001,0.001,500,10,0.1,16,random,2,0,cat,32,False,0.0,mean,False,2,False,mean,0.745,True
0.001,0.001,500,10,0.1,16,random,2,0,cat,32,False,0.0,mean,True,2,False,mean,0.721,True
0.001,0.001,500,10,0.1,16,random,0,0,cat,32,False,0.0,mean,True,2,False,mean,0.555,False
0.001,0.001,500,10,0.1,16,random,2,0,cat,32,False,0.0,mean,True,2,False,max,0.845,True
0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,32,False,0.0,mean,True,2,False,max,0.901,True
0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,32,False,0.3,mean,True,2,False,max,0.79,True
0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,32,False,0.3,mean,False,2,False,max,0.769,True
0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,32,False,0.3,mean,False,2,True,max,0.683,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,cat,32,False,0.3,mean,False,2,True,max,0.813,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,32,False,0.3,mean,False,2,True,max,0.756,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,32,False,0.3,mean,False,2,True,sum,0.91,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,16,False,0.3,mean,False,2,True,sum,0.898,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,16,False,0.3,mean,True,2,True,sum,0.91,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,16,True,0.3,mean,True,2,True,sum,0.623,False
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,16,False,0.3,sum,True,2,True,sum,0.913,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,16,False,0.3,sum,True,2,False,sum,0.914,True
0.001,0.0001,500,10,0.1,16,go2vec,2,0,sum,16,False,0.3,sum,True,2,False,sum,0.873,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,True,2,False,sum,0.798,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,True,3,False,sum,0.825,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,sum,16,False,0.5,sum,True,3,False,sum,0.784,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,False,0.5,sum,True,3,False,sum,0.821,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,False,0.5,sum,True,4,False,sum,0.845,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,False,0.0,sum,True,4,False,sum,0.857,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,False,0.0,sum,False,4,False,sum,0.566,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,False,0.3,sum,False,4,False,sum,0.502,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,False,0.5,sum,False,4,False,sum,0.432,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,True,0.5,sum,False,4,False,sum,0.39,True
0.001,0.0001,500,10,0.1,16,go2vec,2,1,False,16,True,0.5,sum,True,4,False,sum,0.73,True
0.001,0.01,500,10,0.1,16,go2vec,2,1,False,16,True,0.5,sum,True,4,False,sum,0.892,True
0.001,0.01,500,10,0.1,16,go2vec,2,1,False,16,True,0.5,sum,True,4,True,sum,0.538,False
0.001,0.01,300,10,0.1,16,go2vec,2,1,False,16,True,0.5,sum,True,4,False,sum,0.558,True
0.001,0.01,300,10,0.1,16,random,2,1,False,16,True,0.5,sum,True,4,False,sum,0.644,True
0.001,0.01,300,10,0.1,16,random,2,1,False,16,True,0.5,sum,True,3,False,sum,0.658,True
0.001,0.01,300,10,0.1,16,go2vec,2,1,False,16,True,0.5,sum,True,3,False,sum,0.542,True
0.001,0.01,300,10,0.1,16,go2vec,2,1,False,16,True,0.0,sum,True,3,False,sum,0.542,True
0.001,0.01,300,10,0.1,16,go2vec,0,1,False,16,True,0.0,sum,True,3,False,sum,0.934,True
0.001,0.01,300,10,0.1,16,go2vec,0,1,False,128,True,0.0,sum,True,3,False,sum,0.935,True
0.001,0.01,300,10,0.1,128,go2vec,0,1,False,128,True,0.0,sum,True,3,False,sum,0.876,False
0.001,0.01,300,10,0.1,16,random,0,1,False,128,True,0.0,sum,True,3,False,sum,0.622,True
0.001,0.01,400,10,0.1,16,random,0,1,False,128,True,0.0,sum,True,3,False,sum,0.762,True
0.001,0.01,400,10,0.1,16,random,0,1,sum,128,True,0.0,sum,True,3,False,sum,0.666,True
0.001,0.01,400,10,0.1,16,random,0,1,sum,128,True,0.0,sum,True,3,False,max,0.552,False
0.001,0.01,400,10,0.1,16,random,0,1,sum,128,True,0.0,sum,True,2,False,sum,0.672,True
0.001,0.01,400,10,0.1,16,random,0,1,sum,128,True,0.0,sum,True,2,False,mean,0.527,True
0.001,0.01,400,10,0.1,16,random,0,1,sum,128,True,0.0,sum,True,2,True,mean,0.566,True
0.001,0.01,400,10,0.1,32,random,0,1,sum,128,True,0.0,sum,True,2,True,mean,0.542,True
0.001,0.01,400,10,0.1,32,random,0,1,sum,128,True,0.0,sum,False,2,True,mean,0.504,True
0.001,0.01,400,10,0.1,32,random,0,0,sum,128,True,0.0,sum,False,2,True,mean,0.534,True
0.001,0.01,300,10,0.1,32,random,0,0,sum,128,True,0.0,sum,False,2,True,mean,0.534,True
0.001,0.01,300,10,0.1,32,random,0,0,sum,128,True,0.0,sum,False,2,True,sum,0.629,True
0.001,0.01,300,10,0.1,32,random,0,1,sum,128,True,0.0,sum,False,2,True,sum,0.474,True
0.001,0.01,300,10,0.1,32,random,2,1,sum,128,True,0.0,sum,False,2,True,sum,0.554,True
0.001,0.01,300,10,0.1,32,random,2,1,sum,128,False,0.0,sum,False,2,True,sum,0.895,True
0.001,0.01,300,10,0.1,32,random,2,1,sum,128,False,0.0,mean,False,2,True,sum,0.89,True
0.001,0.01,300,10,0.1,32,random,2,1,sum,128,False,0.0,mean,False,3,True,sum,0.893,True
0.001,0.01,300,10,0.1,32,random,2,1,sum,128,False,0.3,mean,False,3,True,sum,0.869,True
0.001,0.01,300,10,0.1,32,random,2,1,sum,128,False,0.3,mean,False,3,False,sum,0.485,True
0.001,0.01,300,10,0.1,16,random,2,1,sum,128,False,0.3,mean,False,3,False,sum,0.5,True
0.001,0.01,300,10,0.1,16,random,2,1,False,128,False,0.3,mean,False,3,False,sum,0.502,True
0.001,0.01,300,10,0.1,16,random,2,1,False,128,False,0.3,mean,False,3,False,max,0.629,True
0.001,0.01,300,10,0.1,16,go2vec,2,1,False,128,False,0.3,mean,False,3,False,max,0.729,True
0.001,0.01,300,10,0.1,16,go2vec,2,1,False,128,False,0.3,mean,False,3,False,sum,0.471,False
0.001,0.01,300,10,0.1,16,go2vec,1,1,False,128,False,0.3,mean,False,3,False,max,0.712,True
0.001,0.01,300,10,0.1,16,go2vec,1,1,False,128,False,0.3,mean,False,3,False,sum,0.49,True
0.001,0.01,300,10,0.1,16,go2vec,1,1,False,128,False,0.3,mean,False,3,True,sum,0.808,True
0.001,0.01,300,10,0.1,16,go2vec,1,1,False,128,False,0.3,sum,False,3,True,sum,0.816,True
0.001,0.01,400,10,0.1,16,go2vec,1,1,False,128,False,0.3,sum,False,3,True,sum,0.857,True
0.001,0.01,400,10,0.1,16,go2vec,1,1,False,128,False,0.0,sum,False,3,True,sum,0.875,True
0.001,0.01,400,10,0.1,16,go2vec,1,1,False,128,False,0.0,mean,False,3,True,sum,0.871,True
0.001,0.01,400,10,0.1,16,go2vec,1,1,False,128,False,0.3,mean,False,3,True,sum,0.814,True
0.001,0.01,400,10,0.1,16,go2vec,1,1,False,64,False,0.3,mean,False,3,True,sum,0.87,True
0.001,0.01,300,10,0.1,16,go2vec,1,1,False,64,False,0.3,mean,False,3,True,sum,0.862,True
0.001,0.01,300,10,0.1,16,go2vec,1,1,False,64,False,0.3,mean,False,4,True,sum,0.821,True
0.001,0.01,300,10,0.1,16,random,1,1,False,64,False,0.3,mean,False,4,True,sum,0.844,True
0.001,0.01,300,10,0.1,16,random,1,1,False,32,False,0.3,mean,False,4,True,sum,0.872,True
0.001,0.01,300,10,0.1,16,random,1,1,False,32,False,0.3,mean,False,4,True,mean,0.74,True
0.001,0.01,300,10,0.1,16,random,1,1,False,32,False,0.3,mean,False,4,False,mean,0.839,True
0.001,0.01,300,10,0.1,16,random,1,1,False,32,False,0.3,sum,False,4,False,mean,0.889,True
0.001,0.01,300,10,0.1,16,random,1,1,False,32,False,0.0,sum,False,4,False,mean,0.89,True
0.001,0.01,300,10,0.1,128,random,1,1,False,32,False,0.0,sum,False,4,False,mean,0.861,True
0.001,0.01,300,10,0.1,128,random,0,1,False,32,False,0.0,sum,False,4,False,mean,0.745,True
0.001,0.01,300,10,0.1,128,random,0,1,False,32,False,0.0,sum,False,3,False,mean,0.622,True
0.001,0.01,300,10,0.1,128,random,2,1,False,32,False,0.0,sum,False,3,False,mean,0.858,True
0.001,0.01,300,10,0.1,128,random,1,1,False,32,False,0.0,sum,False,3,False,mean,0.832,True
0.001,0.01,300,10,0.1,128,random,1,1,False,32,False,0.3,sum,False,3,False,mean,0.838,True
0.001,0.01,300,10,0.1,128,random,1,1,False,32,False,0.3,sum,False,2,False,mean,0.582,True
0.001,0.01,300,10,0.1,128,random,1,1,False,32,False,0.3,sum,False,2,True,mean,0.762,True
0.001,0.01,300,10,0.1,128,random,1,1,False,32,False,0.3,sum,False,1,True,mean,0.527,True
0.001,0.01,400,10,0.1,128,random,1,1,False,32,False,0.3,sum,False,1,True,mean,0.456,True
0.001,0.01,400,10,0.1,128,random,1,1,False,32,False,0.3,sum,False,1,True,max,0.464,True
0.001,0.01,400,10,0.1,128,random,1,1,False,32,False,0.3,sum,False,1,False,max,0.659,True
0.001,0.01,400,10,0.1,128,random,2,1,False,32,False,0.3,sum,False,1,False,max,0.475,True
0.001,0.0001,400,10,0.1,128,random,2,1,False,32,False,0.3,sum,False,1,False,max,0.605,True
0.001,0.001,400,10,0.1,128,random,2,1,False,32,False,0.3,sum,False,1,False,max,0.493,True
0.001,0.001,400,10,0.1,16,random,2,1,False,32,False,0.3,sum,False,1,False,max,0.496,True
0.001,0.0001,400,10,0.1,16,random,2,1,False,32,False,0.3,sum,False,1,False,max,0.561,True
0.001,0.0001,400,10,0.1,16,random,2,1,False,32,False,0.0,sum,False,1,False,max,0.611,True
0.001,0.0001,400,10,0.1,16,random,2,1,False,32,True,0.0,sum,False,1,False,max,0.609,True
0.001,0.0001,400,10,0.1,16,random,2,1,False,32,True,0.0,sum,False,1,True,max,0.558,True
0.001,0.0001,400,10,0.1,16,random,2,1,False,32,True,0.0,sum,True,1,True,max,0.493,True
0.001,0.0001,400,10,0.1,16,random,2,1,False,32,False,0.0,sum,True,1,True,max,0.682,True
0.001,0.0001,500,10,0.1,16,random,2,1,False,32,False,0.0,sum,True,1,True,max,0.736,True
0.001,0.0001,500,10,0.1,16,random,2,1,False,32,False,0.3,sum,True,1,True,max,0.471,False
0.001,0.001,500,10,0.1,16,random,2,1,False,32,False,0.0,sum,True,1,True,max,0.643,False
0.001,0.0001,500,10,0.1,16,random,2,1,False,32,False,0.0,sum,False,1,True,max,0.627,False
0.001,0.0001,500,10,0.1,32,random,2,1,False,32,False,0.0,sum,True,1,True,max,0.729,True
0.001,0.0001,500,10,0.1,32,random,2,2,False,32,False,0.0,sum,True,1,True,max,0.67,True
0.001,0.0001,500,10,0.1,32,random,1,2,False,32,False,0.0,sum,True,1,True,max,0.763,True
0.001,0.001,500,10,0.1,32,random,1,2,False,32,False,0.0,sum,True,1,True,max,0.544,False
0.001,0.0001,500,10,0.1,64,random,1,2,False,32,False,0.0,sum,True,1,True,max,0.699,True
0.001,0.0001,500,10,0.1,64,random,1,2,False,64,False,0.0,sum,True,1,True,max,0.589,True
0.001,0.001,500,10,0.1,64,random,1,2,False,64,False,0.0,sum,True,1,True,max,0.611,True
0.001,0.001,500,10,0.1,64,random,1,2,False,64,False,0.3,sum,True,1,True,max,0.484,True
0.001,0.001,500,10,0.1,64,random,1,2,False,64,False,0.3,sum,True,1,False,max,0.649,True
0.001,0.001,500,10,0.1,64,random,1,2,False,64,False,0.3,sum,False,1,False,max,0.713,True
0.001,0.001,500,10,0.1,64,random,1,2,False,64,False,0.3,sum,False,1,False,sum,0.63,True
0.001,0.001,500,10,0.1,64,random,1,2,False,128,False,0.3,sum,False,1,False,sum,0.729,True
0.001,0.001,500,10,0.1,64,random,1,2,False,16,False,0.3,sum,False,1,False,sum,0.666,True
0.001,0.001,500,10,0.1,64,random,1,2,False,16,False,0.3,sum,True,1,False,sum,0.576,True
0.001,0.01,500,10,0.1,64,random,1,2,False,16,False,0.3,sum,True,1,False,sum,0.505,True
0.001,0.01,500,10,0.1,64,random,1,2,False,16,False,0.3,sum,True,2,False,sum,0.883,True
0.001,0.01,500,10,0.1,64,random,1,2,False,16,False,0.3,sum,False,2,False,sum,0.559,True
0.001,0.01,500,10,0.1,32,random,1,2,False,16,False,0.3,sum,False,2,False,sum,0.776,True
0.001,0.01,500,10,0.1,32,random,1,2,False,16,False,0.3,sum,False,2,False,max,0.593,False
0.001,0.01,500,10,0.1,32,random,1,2,cat,16,False,0.3,sum,False,2,False,sum,0.879,True
0.001,0.01,500,10,0.1,32,random,1,2,cat,16,True,0.3,sum,False,2,False,sum,0.657,False
0.001,0.01,500,10,0.1,32,random,1,2,cat,16,False,0.0,sum,False,2,False,sum,0.723,False
0.001,0.01,300,10,0.1,32,random,1,2,cat,16,False,0.3,sum,False,2,False,sum,0.869,True
0.001,0.01,300,10,0.1,32,random,1,2,cat,16,False,0.3,sum,False,2,True,sum,0.869,True
0.001,0.01,300,10,0.1,32,random,2,2,cat,16,False,0.3,sum,False,2,True,sum,0.877,True
0.001,0.01,300,10,0.1,32,random,2,2,cat,16,False,0.3,sum,False,3,True,sum,0.868,True
0.001,0.01,300,10,0.1,32,random,2,2,cat,16,False,0.5,sum,False,3,True,sum,0.813,True
0.001,0.01,300,10,0.1,32,random,2,2,cat,16,False,0.5,sum,False,3,True,mean,0.79,True
0.001,0.01,300,10,0.1,32,random,2,2,cat,16,False,0.0,sum,False,3,True,mean,0.832,True
0.001,0.01,400,10,0.1,32,random,2,2,cat,16,False,0.0,sum,False,3,True,mean,0.813,True
0.001,0.01,400,10,0.1,32,random,2,2,cat,16,False,0.0,sum,False,3,False,mean,0.829,True
0.001,0.01,400,10,0.1,32,random,2,2,cat,16,False,0.0,mean,False,3,False,mean,0.839,True
0.001,0.01,400,10,0.1,32,random,2,2,cat,16,False,0.0,mean,False,3,True,mean,0.813,True
0.001,0.01,400,10,0.1,32,random,2,2,cat,16,False,0.0,mean,True,3,True,mean,0.669,False
0.001,0.01,400,10,0.1,32,random,2,2,cat,32,False,0.0,mean,False,3,True,mean,0.745,True
0.001,0.01,400,10,0.1,32,random,2,2,cat,32,False,0.0,sum,False,3,True,mean,0.809,True
0.001,0.01,400,10,0.1,32,random,2,2,cat,32,False,0.0,sum,True,3,True,mean,0.733,True
0.001,0.01,500,10,0.1,32,random,2,2,cat,32,False,0.0,sum,True,3,True,mean,0.825,True
0.001,0.01,500,10,0.1,32,random,2,2,cat,32,False,0.0,sum,False,3,True,mean,0.775,True
0.001,0.01,500,10,0.1,32,random,2,2,cat,32,False,0.0,mean,False,3,True,mean,0.571,True
0.001,0.01,500,10,0.1,32,random,2,1,cat,32,False,0.0,mean,False,3,True,mean,0.795,True
0.001,0.01,500,10,0.1,32,random,2,1,cat,32,False,0.0,mean,False,4,True,mean,0.816,True
0.001,0.01,500,10,0.1,32,random,2,1,cat,16,False,0.0,mean,False,4,True,mean,0.823,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,cat,16,False,0.0,mean,False,4,True,mean,0.89,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,cat,16,False,0.0,sum,False,4,True,mean,0.902,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,cat,16,False,0.0,sum,False,4,True,mean,0.893,True
0.001,0.01,400,10,0.1,32,go2vec,1,1,cat,16,False,0.0,sum,False,4,True,mean,0.902,True
0.001,0.01,400,10,0.1,32,random,1,1,cat,16,False,0.0,sum,False,4,True,mean,0.829,True
0.001,0.01,400,10,0.1,32,random,1,1,cat,16,False,0.0,sum,True,4,True,mean,0.805,False
0.001,0.001,400,10,0.1,32,random,1,1,cat,16,False,0.0,sum,False,4,True,mean,0.808,True
0.001,0.001,400,10,0.1,32,random,1,1,cat,16,True,0.0,sum,False,4,True,mean,0.687,False
0.001,0.001,400,10,0.1,32,random,1,1,cat,16,False,0.0,sum,False,1,True,mean,0.493,False
0.001,0.001,400,10,0.1,32,random,1,1,cat,16,False,0.0,sum,False,4,False,mean,0.86,True
0.001,0.001,400,10,0.1,32,random,1,1,sum,16,False,0.0,sum,False,4,False,mean,0.825,True
0.001,0.001,400,10,0.1,32,random,1,1,sum,16,False,0.3,sum,False,4,False,mean,0.82,True
0.001,0.001,400,10,0.1,32,random,1,1,sum,16,False,0.3,sum,False,4,False,max,0.526,True
0.001,0.001,400,10,0.1,64,random,1,1,sum,16,False,0.3,sum,False,4,False,max,0.559,True
0.001,0.001,400,10,0.1,64,random,1,2,sum,16,False,0.3,sum,False,4,False,max,0.669,True
0.001,0.001,400,10,0.1,64,random,1,2,sum,16,False,0.3,mean,False,4,False,max,0.601,True
0.001,0.001,500,10,0.1,64,random,1,2,sum,16,False,0.3,mean,False,4,False,max,0.628,True
0.001,0.001,500,10,0.1,128,random,1,2,sum,16,False,0.3,mean,False,4,False,max,0.589,False
0.001,0.001,500,10,0.1,64,random,1,2,cat,16,False,0.3,mean,False,4,False,max,0.525,True
0.001,0.001,500,10,0.1,64,random,1,2,False,16,False,0.3,mean,False,4,False,max,0.458,True
0.001,0.001,500,10,0.1,64,random,2,2,False,16,False,0.3,mean,False,4,False,max,0.448,True
0.001,0.0001,500,10,0.1,64,random,2,2,False,16,False,0.3,mean,False,4,False,max,0.558,True
0.001,0.0001,500,10,0.1,64,random,2,2,False,16,False,0.3,mean,True,4,False,max,0.649,True
0.001,0.0001,500,10,0.1,64,random,2,2,False,16,True,0.3,mean,True,4,False,max,0.768,True
0.001,0.0001,500,10,0.1,128,random,2,2,False,16,True,0.3,mean,True,4,False,max,0.748,False
0.001,0.0001,500,10,0.1,64,random,2,2,False,16,True,0.3,mean,True,4,False,sum,0.838,True
0.001,0.0001,500,10,0.1,64,random,2,2,False,16,False,0.3,mean,True,4,False,sum,0.737,True
0.001,0.0001,500,10,0.1,128,random,2,2,False,16,False,0.3,mean,True,4,False,sum,0.705,True
0.001,0.0001,500,10,0.1,128,random,2,2,False,32,False,0.3,mean,True,4,False,sum,0.853,True
0.001,0.0001,500,10,0.1,128,random,2,2,False,32,False,0.3,mean,False,4,False,sum,0.529,False
0.001,0.001,500,10,0.1,128,random,2,2,False,32,False,0.3,mean,True,4,False,sum,0.92,True
0.001,0.001,500,10,0.1,128,random,2,2,False,32,False,0.0,mean,True,4,False,sum,0.921,True
0.001,0.001,500,10,0.1,128,random,1,2,False,32,False,0.0,mean,True,4,False,sum,0.919,True
0.001,0.001,500,10,0.1,128,random,1,1,False,32,False,0.0,mean,True,4,False,sum,0.92,True
0.001,0.001,500,10,0.1,128,random,1,1,False,32,False,0.0,mean,True,4,False,mean,0.729,True
0.001,0.001,500,10,0.1,128,random,1,1,False,32,False,0.3,mean,True,4,False,mean,0.833,True
0.001,0.001,500,10,0.1,128,random,1,1,False,32,False,0.3,mean,True,3,False,mean,0.702,True
0.001,0.001,500,10,0.1,128,random,1,1,False,64,False,0.3,mean,True,3,False,mean,0.708,True
0.001,0.001,500,10,0.1,128,random,1,1,False,64,True,0.3,mean,True,3,False,mean,0.631,True
0.001,0.001,500,10,0.1,64,random,1,1,False,64,True,0.3,mean,True,3,False,mean,0.573,True
0.001,0.001,400,10,0.1,64,random,1,1,False,64,True,0.3,mean,True,3,False,mean,0.571,True
0.001,0.001,400,10,0.1,64,random,1,1,False,64,False,0.3,mean,True,3,False,mean,0.73,True
0.001,0.001,400,10,0.1,64,random,1,1,False,64,False,0.3,mean,True,3,False,sum,0.928,True
0.001,0.001,400,10,0.1,64,random,1,1,False,32,False,0.3,mean,True,3,False,sum,0.92,True
0.001,0.001,300,10,0.1,64,random,1,1,False,32,False,0.3,mean,True,3,False,sum,0.915,True
0.001,0.001,300,10,0.1,64,random,0,1,False,32,False,0.3,mean,True,3,False,sum,0.795,True
0.001,0.001,300,10,0.1,64,random,0,1,False,32,False,0.3,mean,True,4,False,sum,0.625,False
0.001,0.001,300,10,0.1,64,random,0,1,cat,32,False,0.3,mean,True,3,False,sum,0.824,True
0.001,0.001,300,10,0.1,64,random,0,1,cat,32,False,0.3,mean,True,3,True,sum,0.589,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,32,False,0.3,mean,True,3,True,sum,0.887,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,32,False,0.3,mean,True,3,True,max,0.897,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,32,True,0.3,mean,True,3,True,max,0.898,True
0.001,0.001,500,10,0.1,64,go2vec,0,1,cat,32,True,0.3,mean,True,3,True,max,0.889,True
0.001,0.001,500,10,0.1,64,random,0,1,cat,32,True,0.3,mean,True,3,True,max,0.832,True
0.001,0.001,500,10,0.1,64,random,0,1,cat,32,False,0.3,mean,True,3,True,max,0.844,True
0.001,0.001,500,10,0.1,64,random,0,1,cat,64,False,0.3,mean,True,3,True,max,0.838,True
0.001,0.001,500,10,0.1,64,random,0,1,False,64,False,0.3,mean,True,3,True,max,0.818,False
0.001,0.001,500,10,0.1,128,random,0,1,cat,64,False,0.3,mean,True,3,True,max,0.789,True
0.001,0.001,500,10,0.1,128,random,0,1,cat,64,False,0.0,mean,True,3,True,max,0.745,True
0.001,0.001,500,10,0.1,128,random,0,1,cat,64,True,0.0,mean,True,3,True,max,0.678,True
0.001,0.001,500,10,0.1,128,random,0,1,cat,64,True,0.0,mean,False,3,True,max,0.641,False
0.001,0.01,500,10,0.1,128,random,0,1,cat,64,True,0.0,mean,True,3,True,max,0.596,False
0.001,0.001,500,10,0.1,128,random,0,1,cat,64,True,0.0,sum,True,3,True,max,0.631,True
0.001,0.001,500,10,0.1,128,random,0,1,cat,64,True,0.0,sum,True,2,True,max,0.664,True
0.001,0.001,500,10,0.1,128,random,2,1,cat,64,True,0.0,sum,True,2,True,max,0.62,True
0.001,0.001,500,10,0.1,128,random,2,1,cat,64,True,0.3,sum,True,2,True,max,0.628,True
0.001,0.001,500,10,0.1,128,random,2,1,cat,64,True,0.3,sum,True,1,True,max,0.569,True
0.001,0.001,400,10,0.1,128,random,2,1,cat,64,True,0.3,sum,True,1,True,max,0.62,True
0.001,0.001,400,10,0.1,128,random,2,1,cat,64,True,0.5,sum,True,1,True,max,0.61,True
0.001,0.001,400,10,0.1,128,go2vec,2,1,cat,64,True,0.5,sum,True,1,True,max,0.586,True
0.001,0.001,400,10,0.1,128,go2vec,2,1,cat,64,True,0.5,mean,True,1,True,max,0.544,True
0.001,0.001,500,10,0.1,128,go2vec,2,1,cat,64,True,0.5,mean,True,1,True,max,0.566,True
0.001,0.001,500,10,0.1,128,go2vec,2,1,cat,64,True,0.5,sum,True,1,True,max,0.472,True
0.001,0.001,500,10,0.1,128,go2vec,0,1,cat,64,True,0.5,sum,True,1,True,max,0.868,True
0.001,0.001,400,10,0.1,128,go2vec,0,1,cat,64,True,0.5,sum,True,1,True,max,0.87,True
0.001,0.001,400,10,0.1,128,go2vec,0,1,cat,32,True,0.5,sum,True,1,True,max,0.862,True
0.001,0.001,400,10,0.1,128,go2vec,0,1,cat,32,True,0.5,sum,True,1,True,sum,0.714,True
0.001,0.001,400,10,0.1,64,go2vec,0,1,cat,32,True,0.5,sum,True,1,True,sum,0.713,True
0.001,0.001,400,10,0.1,64,go2vec,0,1,cat,16,True,0.5,sum,True,1,True,sum,0.617,True
0.001,0.0001,400,10,0.1,64,go2vec,0,1,cat,16,True,0.5,sum,True,1,True,sum,0.779,True
0.001,0.0001,400,10,0.1,64,go2vec,0,1,cat,16,False,0.5,sum,True,1,True,sum,0.784,True
0.001,0.0001,400,10,0.1,64,go2vec,0,0,cat,16,False,0.5,sum,True,1,True,sum,0.824,True
0.001,0.0001,400,10,0.1,64,go2vec,0,0,cat,16,False,0.5,mean,True,1,True,sum,0.773,True
0.001,0.0001,400,10,0.1,32,go2vec,0,0,cat,16,False,0.5,mean,True,1,True,sum,0.803,True
0.001,0.0001,400,10,0.1,32,random,0,0,cat,16,False,0.5,mean,True,1,True,sum,0.575,False
0.001,0.0001,400,10,0.1,32,go2vec,0,0,cat,16,False,0.5,mean,True,1,False,sum,0.819,True
0.001,0.0001,400,10,0.1,32,random,0,0,cat,16,False,0.5,mean,True,1,False,sum,0.594,False
0.001,0.0001,400,10,0.1,32,go2vec,0,0,cat,16,False,0.5,mean,True,1,False,mean,0.815,True
0.001,0.0001,400,10,0.1,32,go2vec,0,0,cat,16,False,0.5,mean,False,1,False,mean,0.709,True
0.001,0.0001,400,10,0.1,32,random,0,0,cat,16,False,0.5,mean,False,1,False,mean,0.516,True
0.001,0.0001,300,10,0.1,32,random,0,0,cat,16,False,0.5,mean,False,1,False,mean,0.502,True
0.001,0.0001,300,10,0.1,32,random,0,1,cat,16,False,0.5,mean,False,1,False,mean,0.505,True
0.001,0.0001,300,10,0.1,32,random,0,1,cat,16,False,0.5,mean,False,1,False,sum,0.52,True
0.001,0.0001,300,10,0.1,64,random,0,1,cat,16,False,0.5,mean,False,1,False,sum,0.556,True
0.001,0.0001,300,10,0.1,64,random,0,1,cat,128,False,0.5,mean,False,1,False,sum,0.463,True
0.001,0.0001,300,10,0.1,64,random,2,1,cat,128,False,0.5,mean,False,1,False,sum,0.745,True
0.001,0.0001,300,10,0.1,64,random,2,1,cat,128,False,0.3,mean,False,1,False,sum,0.713,True
0.001,0.0001,300,10,0.1,64,random,2,1,cat,128,False,0.3,sum,False,1,False,sum,0.755,True
0.001,0.0001,300,10,0.1,64,random,2,1,cat,128,False,0.3,sum,False,1,False,mean,0.588,False
