weight_decay,lr,epochs,patience,delta,feature_dim,features,pre_process_layers,post_process_layers,layer_connectivity,hidden_channels,batch_norm,dropout,macro_aggregation,L2_norm,msg_passing_layers,normalize_output,heads,add_self_loops,concat,val_auc,accepted
0.001,0.01,300,10,0.1,32,go2vec,2,1,sum,64,True,0.0,mean,True,4,True,3,False,False,0.838,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,sum,64,True,0.0,mean,True,4,True,3,False,False,0.792,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,sum,64,True,0.3,mean,True,4,True,3,False,False,0.855,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,sum,64,True,0.3,sum,True,4,True,3,False,False,0.706,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,sum,64,True,0.3,sum,True,4,False,3,False,False,0.883,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,sum,64,True,0.3,sum,False,4,False,3,False,False,0.5,True
0.001,0.01,500,10,0.1,32,go2vec,2,1,sum,64,True,0.3,sum,False,4,False,3,False,True,0.5,True
0.001,0.01,500,10,0.1,32,random,2,1,sum,64,True,0.3,sum,False,4,False,3,False,True,0.5,True
0.001,0.01,500,10,0.1,32,random,1,1,sum,64,True,0.3,sum,False,4,False,3,False,True,0.5,True
0.001,0.01,500,10,0.1,32,random,1,1,False,64,True,0.3,sum,False,4,False,3,False,True,0.647,True
0.001,0.01,500,10,0.1,32,random,1,1,False,64,True,0.3,sum,False,1,False,3,False,True,0.497,True
0.001,0.001,500,10,0.1,32,random,1,1,False,64,True,0.3,sum,False,1,False,3,False,True,0.62,True
0.001,0.001,500,10,0.1,32,random,1,1,False,64,True,0.3,sum,False,2,False,3,False,True,0.46,True
0.001,0.001,500,10,0.1,32,go2vec,1,1,False,64,True,0.3,sum,False,2,False,3,False,True,0.733,True
0.001,0.001,500,10,0.1,64,go2vec,1,1,False,64,True,0.3,sum,False,2,False,3,False,True,0.67,True
0.001,0.001,500,10,0.1,64,go2vec,1,1,False,64,False,0.3,sum,False,2,False,3,False,True,0.927,True
0.001,0.001,500,10,0.1,64,go2vec,1,1,False,64,False,0.3,sum,False,1,False,3,False,True,0.842,True
0.001,0.001,500,10,0.1,64,go2vec,1,1,False,64,False,0.3,sum,False,1,False,3,False,False,0.848,True
0.001,0.001,500,10,0.1,64,go2vec,2,1,False,64,False,0.3,sum,False,1,False,3,False,False,0.82,False
0.001,0.001,500,10,0.1,64,go2vec,1,1,cat,64,False,0.3,sum,False,1,False,3,False,False,0.891,True
0.001,0.001,500,10,0.1,64,go2vec,2,1,cat,64,False,0.3,sum,False,1,False,3,False,False,0.878,True
0.001,0.01,500,10,0.1,64,go2vec,2,1,cat,64,False,0.3,sum,False,1,False,3,False,False,0.808,True
0.001,0.01,500,10,0.1,64,go2vec,2,2,cat,64,False,0.3,sum,False,1,False,3,False,False,0.883,True
0.001,0.01,500,10,0.1,64,go2vec,2,2,cat,64,True,0.3,sum,False,1,False,3,False,False,0.547,True
0.001,0.01,500,10,0.1,64,go2vec,2,2,cat,64,True,0.3,sum,False,1,True,3,False,False,0.582,True
0.001,0.001,500,10,0.1,64,go2vec,2,2,cat,64,True,0.3,sum,False,1,True,3,False,False,0.606,True
0.001,0.001,500,10,0.1,64,go2vec,2,1,cat,64,True,0.3,sum,False,1,True,3,False,False,0.678,True
0.001,0.001,500,10,0.1,64,go2vec,2,1,cat,64,True,0.3,sum,False,1,True,1,False,False,0.709,True
0.001,0.001,300,10,0.1,64,go2vec,2,1,cat,64,True,0.3,sum,False,1,True,1,False,False,0.68,True
0.001,0.001,300,10,0.1,64,go2vec,2,1,cat,64,True,0.5,sum,False,1,True,1,False,False,0.717,True
0.001,0.001,300,10,0.1,64,go2vec,2,1,cat,64,True,0.5,sum,False,2,True,1,False,False,0.866,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,True,0.5,sum,False,2,True,1,False,False,0.897,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,True,0.5,sum,False,2,True,3,False,False,0.894,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,False,0.5,sum,False,2,True,3,False,False,0.897,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,False,0.5,sum,True,2,True,3,False,False,0.894,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,sum,64,False,0.5,sum,True,2,True,3,False,False,0.891,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,True,2,True,3,False,False,0.843,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,True,2,False,3,False,False,0.755,True
0.001,0.001,300,10,0.1,64,go2vec,0,0,False,64,False,0.5,sum,True,2,False,3,False,False,0.819,True
0.001,0.001,300,10,0.1,64,go2vec,0,0,False,64,False,0.5,sum,False,2,False,3,False,False,0.902,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,False,2,False,3,False,False,0.874,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,False,2,False,2,False,False,0.89,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,True,2,False,2,False,False,0.623,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,True,2,False,2,False,True,0.692,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,mean,True,2,False,2,False,True,0.705,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,mean,True,3,False,2,False,True,0.8,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,True,3,False,2,False,True,0.808,True
0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,False,3,False,2,False,True,0.936,True
0.001,0.001,400,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,False,3,False,2,False,True,0.937,True
0.001,0.001,400,10,0.1,64,go2vec,0,1,False,64,True,0.5,sum,False,3,False,2,False,True,0.948,True
0.001,0.01,400,10,0.1,64,go2vec,0,1,False,64,True,0.5,sum,False,3,False,2,False,True,0.945,True
0.001,0.01,400,10,0.1,64,go2vec,0,1,False,64,True,0.5,sum,False,3,True,2,False,True,0.566,False
0.001,0.01,400,10,0.1,64,go2vec,0,1,False,64,True,0.5,sum,False,3,False,1,False,True,0.936,True
0.001,0.01,400,10,0.1,64,go2vec,0,1,False,64,True,0.5,mean,False,3,False,1,False,True,0.939,True
0.001,0.01,400,10,0.1,64,go2vec,2,1,False,64,True,0.5,mean,False,3,False,1,False,True,0.884,True
0.001,0.01,400,10,0.1,64,go2vec,1,1,False,64,True,0.5,mean,False,3,False,1,False,True,0.822,True
0.001,0.01,400,10,0.1,64,go2vec,1,1,False,64,True,0.5,mean,False,4,False,1,False,True,0.793,True
0.001,0.01,400,10,0.1,64,random,1,1,False,64,True,0.5,mean,False,4,False,1,False,True,0.511,False
0.001,0.01,300,10,0.1,64,go2vec,1,1,False,64,True,0.5,mean,False,4,False,1,False,True,0.533,True
0.001,0.01,300,10,0.1,64,go2vec,1,1,False,64,True,0.0,mean,False,4,False,1,False,True,0.675,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,False,64,True,0.0,mean,False,4,False,1,False,True,0.727,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,False,64,True,0.3,mean,False,4,False,1,False,True,0.926,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,mean,False,4,False,1,False,True,0.808,True
0.001,0.001,300,10,0.1,64,random,1,1,sum,64,True,0.3,mean,False,4,False,1,False,True,0.542,False
0.001,0.01,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,mean,False,4,False,1,False,True,0.5,False
0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,mean,True,4,False,1,False,True,0.912,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,sum,True,4,False,1,False,True,0.909,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,sum,True,4,False,1,False,False,0.888,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,sum,True,1,False,1,False,False,0.797,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,sum,True,1,False,2,False,False,0.779,True
0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,sum,True,1,False,2,False,True,0.756,True
0.001,0.0001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,sum,True,1,False,2,False,True,0.696,True
0.001,0.0001,300,10,0.1,64,go2vec,1,1,sum,32,True,0.3,sum,True,1,False,2,False,True,0.666,True
0.001,0.0001,300,10,0.1,64,go2vec,1,1,sum,32,False,0.3,sum,True,1,False,2,False,True,0.714,True
0.001,0.0001,500,10,0.1,64,go2vec,1,1,sum,32,False,0.3,sum,True,1,False,2,False,True,0.786,True
0.001,0.0001,500,10,0.1,32,go2vec,1,1,sum,32,False,0.3,sum,True,1,False,2,False,True,0.775,True
0.001,0.0001,500,10,0.1,32,go2vec,1,1,sum,32,False,0.3,sum,True,1,False,3,False,True,0.779,True
0.001,0.0001,500,10,0.1,32,go2vec,1,1,sum,16,False,0.3,sum,True,1,False,3,False,True,0.725,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.3,sum,True,1,False,3,False,True,0.799,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,True,0.3,sum,True,1,False,3,False,True,0.599,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,True,0.5,sum,True,1,False,3,False,True,0.703,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.5,sum,True,1,False,3,False,True,0.843,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.5,sum,True,2,False,3,False,True,0.901,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.3,sum,True,2,False,3,False,True,0.927,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.3,sum,False,2,False,3,False,True,0.936,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.3,sum,False,3,False,3,False,True,0.941,True
0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.886,True
0.001,0.01,500,10,0.1,16,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.885,True
0.001,0.01,400,10,0.1,16,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.896,True
0.001,0.01,300,10,0.1,16,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.891,True
0.001,0.01,300,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.883,True
0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.882,True
0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,True,3,True,3,False,True,0.895,True
0.001,0.0001,400,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,True,3,True,3,False,True,0.799,False
0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,True,0.3,sum,True,3,True,3,False,True,0.896,True
0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,True,0.3,sum,True,3,True,3,False,False,0.868,True
0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,32,True,0.3,sum,True,3,True,3,False,False,0.623,True
0.001,0.01,400,10,0.1,16,go2vec,2,2,sum,32,True,0.3,sum,True,3,True,3,False,False,0.665,True
0.001,0.01,500,10,0.1,16,go2vec,2,2,sum,32,True,0.3,sum,True,3,True,3,False,False,0.554,True
0.001,0.01,500,10,0.1,16,go2vec,2,2,sum,32,False,0.3,sum,True,3,True,3,False,False,0.856,True
0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,32,False,0.3,sum,True,3,True,3,False,False,0.888,True
0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.3,sum,True,3,True,3,False,False,0.898,True
0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,sum,True,3,True,3,False,False,0.875,True
0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,mean,True,3,True,3,False,False,0.873,True
0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,mean,True,3,False,3,False,False,0.847,True
0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,mean,False,3,False,3,False,False,0.891,True
0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,mean,False,3,False,3,False,True,0.883,True
0.001,0.01,400,10,0.1,16,random,2,0,sum,32,False,0.5,mean,False,3,False,3,False,True,0.791,True
0.001,0.01,400,10,0.1,16,random,1,0,sum,32,False,0.5,mean,False,3,False,3,False,True,0.83,True
0.001,0.01,400,10,0.1,16,random,1,0,False,32,False,0.5,mean,False,3,False,3,False,True,0.822,True
0.001,0.01,400,10,0.1,16,random,1,0,False,32,False,0.5,mean,False,4,False,3,False,True,0.663,True
0.001,0.001,400,10,0.1,16,random,1,0,False,32,False,0.5,mean,False,4,False,3,False,True,0.843,True
0.001,0.001,400,10,0.1,16,random,1,0,False,32,False,0.5,mean,False,1,False,3,False,True,0.622,True
0.001,0.001,400,10,0.1,16,go2vec,1,0,False,32,False,0.5,mean,False,1,False,3,False,True,0.828,True
0.001,0.001,400,10,0.1,32,go2vec,1,0,False,32,False,0.5,mean,False,1,False,3,False,True,0.825,True
0.001,0.001,400,10,0.1,32,go2vec,1,0,False,32,True,0.5,mean,False,1,False,3,False,True,0.76,True
0.001,0.001,400,10,0.1,32,go2vec,1,0,False,32,True,0.5,mean,False,4,False,3,False,True,0.801,True
0.001,0.001,400,10,0.1,32,go2vec,1,0,False,32,True,0.5,mean,False,4,False,3,False,False,0.683,True
0.001,0.001,400,10,0.1,32,go2vec,2,0,False,32,True,0.5,mean,False,4,False,3,False,False,0.504,False
0.001,0.001,400,10,0.1,32,go2vec,1,0,cat,32,True,0.5,mean,False,4,False,3,False,False,0.869,True
0.001,0.001,400,10,0.1,32,go2vec,2,0,cat,32,True,0.5,mean,False,4,False,3,False,False,0.679,False
0.001,0.01,400,10,0.1,32,go2vec,1,0,cat,32,True,0.5,mean,False,4,False,3,False,False,0.766,True
0.001,0.01,400,10,0.1,32,go2vec,1,1,cat,32,True,0.5,mean,False,4,False,3,False,False,0.855,True
0.001,0.01,400,10,0.1,32,go2vec,1,1,cat,32,False,0.5,mean,False,4,False,3,False,False,0.893,True
0.001,0.01,400,10,0.1,32,go2vec,1,1,cat,32,False,0.5,mean,False,4,True,3,False,False,0.873,True
0.001,0.001,400,10,0.1,32,go2vec,1,1,cat,32,False,0.5,mean,False,4,True,3,False,False,0.873,True
0.001,0.001,400,10,0.1,32,go2vec,1,0,cat,32,False,0.5,mean,False,4,True,3,False,False,0.898,True
0.001,0.001,400,10,0.1,32,go2vec,1,0,cat,32,False,0.5,mean,False,4,True,1,False,False,0.902,True
0.001,0.001,500,10,0.1,32,go2vec,1,0,cat,32,False,0.5,mean,False,4,True,1,False,False,0.901,True
0.001,0.001,500,10,0.1,32,go2vec,1,0,cat,32,False,0.0,mean,False,4,True,1,False,False,0.905,True
0.001,0.001,500,10,0.1,32,go2vec,1,0,cat,32,False,0.0,mean,False,1,True,1,False,False,0.85,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,cat,32,False,0.0,mean,False,1,True,1,False,False,0.733,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,cat,32,False,0.0,mean,False,1,True,3,False,False,0.752,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,cat,32,True,0.0,mean,False,1,True,3,False,False,0.501,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,cat,32,True,0.0,mean,True,1,True,3,False,False,0.481,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,sum,32,True,0.0,mean,True,1,True,3,False,False,0.513,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,True,1,True,3,False,False,0.499,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,True,1,False,3,False,False,0.551,True
0.001,0.001,500,10,0.1,32,go2vec,2,2,False,32,True,0.0,mean,True,1,False,3,False,False,0.495,True
0.001,0.001,500,10,0.1,32,go2vec,2,2,False,32,True,0.0,mean,False,1,False,3,False,False,0.559,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,False,1,False,3,False,False,0.628,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,False,1,False,2,False,False,0.57,False
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,False,1,False,3,False,True,0.554,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,sum,False,1,False,3,False,True,0.554,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,sum,False,2,False,3,False,True,0.694,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,False,2,False,3,False,True,0.608,True
0.001,0.001,500,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,True,2,False,3,False,True,0.764,True
0.001,0.001,300,10,0.1,32,go2vec,2,0,False,32,True,0.0,mean,True,2,False,3,False,True,0.749,True
0.001,0.001,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,False,3,False,True,0.887,True
0.001,0.01,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,False,3,False,True,0.869,True
0.001,0.01,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,True,3,False,True,0.876,True
0.001,0.01,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,True,2,False,True,0.867,True
0.001,0.01,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,sum,True,2,True,2,False,True,0.86,True
0.001,0.01,300,10,0.1,32,go2vec,1,0,False,32,False,0.0,sum,True,2,True,2,False,True,0.887,True
0.001,0.01,300,10,0.1,32,go2vec,0,0,False,32,False,0.0,sum,True,2,True,2,False,True,0.879,True
0.001,0.01,300,10,0.1,32,go2vec,0,0,False,32,False,0.0,sum,True,3,True,2,False,True,0.893,True
0.001,0.01,300,10,0.1,32,random,0,0,False,32,False,0.0,sum,True,3,True,2,False,True,0.773,False
0.001,0.01,500,10,0.1,32,go2vec,0,0,False,32,False,0.0,sum,True,3,True,2,False,True,0.905,True
0.001,0.01,500,10,0.1,32,go2vec,0,0,False,32,False,0.3,sum,True,3,True,2,False,True,0.903,True
0.001,0.001,500,10,0.1,32,go2vec,0,0,False,32,False,0.3,sum,True,3,True,2,False,True,0.869,True
0.001,0.0001,500,10,0.1,32,go2vec,0,0,False,32,False,0.3,sum,True,3,True,2,False,True,0.839,True
0.001,0.0001,500,10,0.1,32,go2vec,0,0,False,32,False,0.5,sum,True,3,True,2,False,True,0.835,True
0.001,0.0001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,sum,True,3,True,2,False,True,0.865,True
0.001,0.0001,500,10,0.1,32,random,0,0,sum,32,False,0.5,sum,True,3,True,2,False,True,0.768,False
0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,sum,True,3,True,2,False,True,0.892,True
0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,sum,False,3,True,2,False,True,0.906,True
0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,mean,False,3,True,2,False,True,0.899,True
0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,mean,False,3,True,2,False,False,0.902,True
0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,mean,False,4,True,2,False,False,0.904,True
0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,mean,False,4,True,3,False,False,0.904,True
0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,mean,False,4,True,3,False,True,0.903,True
0.001,0.0001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,mean,False,4,True,3,False,True,0.869,True
0.001,0.0001,500,10,0.1,32,go2vec,0,0,sum,16,False,0.5,mean,False,4,True,3,False,True,0.854,True
0.001,0.0001,500,10,0.1,32,go2vec,0,0,sum,16,True,0.5,mean,False,4,True,3,False,True,0.834,True
0.001,0.0001,400,10,0.1,32,go2vec,0,0,sum,16,True,0.5,mean,False,4,True,3,False,True,0.825,True
0.001,0.0001,400,10,0.1,16,go2vec,0,0,sum,16,True,0.5,mean,False,4,True,3,False,True,0.812,True
0.001,0.0001,400,10,0.1,16,go2vec,0,0,sum,16,True,0.5,mean,False,4,True,1,False,True,0.694,False
0.001,0.0001,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,False,4,True,3,False,True,0.894,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,False,4,True,3,False,True,0.87,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,False,0.5,mean,False,4,True,3,False,True,0.886,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,False,0.0,mean,False,4,True,3,False,True,0.897,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.0,mean,False,4,True,3,False,True,0.896,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.0,mean,False,1,True,3,False,True,0.796,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,False,1,True,3,False,True,0.796,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,True,1,True,3,False,True,0.795,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,True,2,True,3,False,True,0.826,True
0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,True,2,False,3,False,True,0.793,True
0.001,0.01,400,10,0.1,128,go2vec,0,0,sum,128,True,0.5,mean,True,2,False,3,False,True,0.727,True
0.001,0.01,300,10,0.1,128,go2vec,0,0,sum,128,True,0.5,mean,True,2,False,3,False,True,0.772,True
0.001,0.01,500,10,0.1,128,go2vec,0,0,sum,128,True,0.5,mean,True,2,False,3,False,True,0.735,False
0.001,0.01,300,10,0.1,128,go2vec,1,0,sum,128,True,0.5,mean,True,2,False,3,False,True,0.465,False
0.001,0.01,500,10,0.1,128,go2vec,0,0,sum,128,True,0.5,mean,True,2,False,3,False,True,0.742,True
0.001,0.01,500,10,0.1,128,go2vec,0,0,sum,128,True,0.5,mean,False,2,False,3,False,True,0.499,False
0.001,0.01,500,10,0.1,128,go2vec,0,0,sum,128,True,0.5,mean,False,2,False,3,False,True,0.591,False
0.001,0.01,500,10,0.1,128,go2vec,0,0,sum,128,False,0.5,mean,True,2,False,3,False,True,0.745,True
0.001,0.01,500,10,0.1,128,go2vec,0,0,sum,128,False,0.5,mean,True,2,False,3,False,False,0.739,True
0.001,0.01,500,10,0.1,128,go2vec,0,0,sum,16,False,0.5,mean,True,2,False,3,False,False,0.84,True
0.001,0.01,500,10,0.1,128,go2vec,0,1,sum,16,False,0.5,mean,True,2,False,3,False,False,0.863,True
0.001,0.01,300,10,0.1,128,go2vec,0,1,sum,16,False,0.5,mean,True,2,False,3,False,False,0.857,True
0.001,0.01,300,10,0.1,128,go2vec,0,1,sum,16,True,0.5,mean,True,2,False,3,False,False,0.902,True
0.001,0.01,300,10,0.1,128,go2vec,0,2,sum,16,True,0.5,mean,True,2,False,3,False,False,0.883,True
0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.5,mean,True,2,False,3,False,False,0.893,True
0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,mean,True,2,False,3,False,False,0.915,True
0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,sum,True,2,False,3,False,False,0.91,True
0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,sum,True,2,True,3,False,False,0.872,True
0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,sum,False,2,True,3,False,False,0.881,True
0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,sum,False,2,True,3,False,True,0.865,True
0.001,0.01,500,10,0.1,128,random,0,2,sum,16,True,0.0,sum,False,2,True,3,False,True,0.668,False
0.001,0.01,500,10,0.1,128,go2vec,2,2,sum,16,True,0.0,sum,False,2,True,3,False,True,0.712,True
0.001,0.01,500,10,0.1,128,go2vec,2,2,False,16,True,0.0,sum,False,2,True,3,False,True,0.737,True
0.001,0.01,500,10,0.1,128,go2vec,2,2,False,16,True,0.0,sum,False,3,True,3,False,True,0.485,True
0.001,0.001,500,10,0.1,128,go2vec,2,2,False,16,True,0.0,sum,False,3,True,3,False,True,0.821,True
0.001,0.001,500,10,0.1,128,go2vec,2,2,False,16,True,0.0,sum,False,4,True,3,False,True,0.761,True
0.001,0.001,500,10,0.1,128,random,2,2,False,16,True,0.0,sum,False,4,True,3,False,True,0.667,False
0.001,0.001,500,10,0.1,16,go2vec,2,2,False,16,True,0.0,sum,False,4,True,3,False,True,0.812,True
0.001,0.001,500,10,0.1,16,go2vec,2,2,False,16,False,0.0,sum,False,4,True,3,False,True,0.892,True
0.001,0.001,500,10,0.1,16,go2vec,2,2,False,16,False,0.0,sum,False,3,True,3,False,True,0.904,True
0.001,0.001,500,10,0.1,16,go2vec,2,2,False,16,False,0.0,sum,False,3,True,3,False,False,0.877,True
0.001,0.001,500,10,0.1,16,go2vec,0,2,False,16,False,0.0,sum,False,3,True,3,False,False,0.811,False
0.001,0.001,500,10,0.1,16,go2vec,2,2,cat,16,False,0.0,sum,False,3,True,3,False,False,0.896,True
0.001,0.001,500,10,0.1,16,go2vec,0,2,cat,16,False,0.0,sum,False,3,True,3,False,False,0.9,True
0.001,0.01,500,10,0.1,16,go2vec,0,2,cat,16,False,0.0,sum,False,3,True,3,False,False,0.88,True
0.001,0.01,500,10,0.1,16,go2vec,0,0,cat,16,False,0.0,sum,False,3,True,3,False,False,0.895,True
0.001,0.01,500,10,0.1,16,go2vec,0,0,cat,16,True,0.0,sum,False,3,True,3,False,False,0.893,True
0.001,0.01,500,10,0.1,16,go2vec,0,0,cat,16,True,0.0,sum,False,3,False,3,False,False,0.936,True
0.001,0.001,500,10,0.1,16,go2vec,0,0,cat,16,True,0.0,sum,False,3,False,3,False,False,0.946,True
0.001,0.001,500,10,0.1,16,go2vec,0,2,cat,16,True,0.0,sum,False,3,False,3,False,False,0.931,True
0.001,0.001,500,10,0.1,16,go2vec,0,2,cat,16,True,0.0,sum,False,3,False,1,False,False,0.933,True
0.001,0.001,300,10,0.1,16,go2vec,0,2,cat,16,True,0.0,sum,False,3,False,1,False,False,0.937,True
0.001,0.001,300,10,0.1,16,go2vec,0,2,cat,16,True,0.3,sum,False,3,False,1,False,False,0.917,True
0.001,0.001,300,10,0.1,16,go2vec,0,2,cat,16,True,0.3,sum,False,4,False,1,False,False,0.918,True
0.001,0.001,300,10,0.1,16,go2vec,1,2,cat,16,True,0.3,sum,False,4,False,1,False,False,0.911,True
0.001,0.001,300,10,0.1,16,go2vec,1,2,cat,16,True,0.3,sum,False,4,False,3,False,False,0.919,True
0.001,0.001,300,10,0.1,16,go2vec,1,2,cat,16,False,0.3,sum,False,4,False,3,False,False,0.887,True
0.001,0.001,300,10,0.1,16,go2vec,1,2,cat,16,False,0.3,sum,True,4,False,3,False,False,0.874,True
0.001,0.001,300,10,0.1,16,go2vec,1,2,sum,16,False,0.3,sum,True,4,False,3,False,False,0.858,True
0.001,0.001,300,10,0.1,16,go2vec,1,2,False,16,False,0.3,sum,True,4,False,3,False,False,0.857,True
