weight_decay,lr,epochs,patience,delta,feature_dim,pre_process_layers,post_process_layers,layer_connectivity,hidden_channels,batch_norm,dropout,macro_aggregation,L2_norm,msg_passing_layers,normalize_output,aggr,val_auc,accepted
0.001,0.001,500,10,0.1,32,1,1,sum,16,False,0.5,sum,False,3,False,sum,0.429,True
0.001,0.001,500,10,0.1,32,1,1,sum,16,False,0.5,sum,False,4,False,sum,0.587,True
0.001,0.001,500,10,0.1,32,1,1,sum,16,False,0.5,sum,False,1,False,sum,0.745,True
0.001,0.001,500,10,0.1,32,1,1,sum,16,False,0.3,sum,False,1,False,sum,0.693,True
0.001,0.001,500,10,0.1,32,1,1,sum,16,False,0.3,sum,False,1,False,max,0.648,True
0.001,0.001,500,10,0.1,32,2,1,sum,16,False,0.3,sum,False,1,False,max,0.476,True
0.001,0.001,500,10,0.1,32,2,1,cat,16,False,0.3,sum,False,1,False,max,0.468,True
0.001,0.001,300,10,0.1,32,2,1,cat,16,False,0.3,sum,False,1,False,max,0.503,True
0.001,0.001,300,10,0.1,32,2,1,cat,16,False,0.5,sum,False,1,False,max,0.481,True
0.001,0.001,300,10,0.1,32,2,1,False,16,False,0.5,sum,False,1,False,max,0.479,True
0.001,0.001,500,10,0.1,32,2,1,False,16,False,0.5,sum,False,1,False,max,0.456,True
0.001,0.001,500,10,0.1,32,2,1,False,16,False,0.5,mean,False,1,False,max,0.453,True
0.001,0.001,500,10,0.1,32,2,1,False,16,False,0.5,mean,True,1,False,max,0.5,True
0.001,0.001,500,10,0.1,32,2,1,False,16,False,0.5,mean,True,1,False,mean,0.588,True
0.001,0.001,500,10,0.1,32,2,1,False,16,False,0.5,mean,True,2,False,mean,0.54,True
0.001,0.01,500,10,0.1,32,2,1,False,16,False,0.5,mean,True,2,False,mean,0.658,True
0.001,0.01,500,10,0.1,32,0,1,False,16,False,0.5,mean,True,2,False,mean,0.495,True
0.001,0.01,500,10,0.1,32,0,0,False,16,False,0.5,mean,True,2,False,mean,0.457,True
0.001,0.01,500,10,0.1,32,0,0,False,128,False,0.5,mean,True,2,False,mean,0.502,True
0.001,0.01,500,10,0.1,32,0,0,False,128,False,0.5,mean,True,2,True,mean,0.546,True
0.001,0.001,500,10,0.1,32,0,0,False,128,False,0.5,mean,True,2,True,mean,0.667,True
0.001,0.001,500,10,0.1,32,0,0,False,128,False,0.5,mean,True,2,False,mean,0.582,True
0.001,0.001,500,10,0.1,32,1,0,False,128,False,0.5,mean,True,2,False,mean,0.684,True
0.001,0.001,500,10,0.1,64,1,0,False,128,False,0.5,mean,True,2,False,mean,0.64,True
0.001,0.001,500,10,0.1,64,1,0,False,128,False,0.3,mean,True,2,False,mean,0.63,True
0.001,0.001,500,10,0.1,64,1,0,False,128,False,0.3,mean,True,2,True,mean,0.654,True
0.001,0.001,500,10,0.1,64,1,0,False,128,False,0.3,mean,True,1,True,mean,0.5,True
0.001,0.001,500,10,0.1,64,1,1,False,128,False,0.3,mean,True,1,True,mean,0.561,True
0.001,0.001,500,10,0.1,64,1,1,False,128,False,0.3,sum,True,1,True,mean,0.538,False
0.001,0.001,500,10,0.1,64,1,1,False,128,True,0.3,mean,True,1,True,mean,0.566,True
0.001,0.001,500,10,0.1,64,1,2,False,128,True,0.3,mean,True,1,True,mean,0.542,True
0.001,0.001,500,10,0.1,64,1,2,False,128,True,0.3,sum,True,1,True,mean,0.547,True
0.001,0.0001,500,10,0.1,64,1,2,False,128,True,0.3,sum,True,1,True,mean,0.54,True
0.001,0.0001,500,10,0.1,64,1,2,False,128,True,0.0,sum,True,1,True,mean,0.472,True
0.001,0.0001,500,10,0.1,64,1,2,False,128,True,0.0,sum,True,1,True,sum,0.443,True
0.001,0.01,500,10,0.1,64,1,2,False,128,True,0.0,sum,True,1,True,sum,0.52,True
